,business_id,name,address,city,state,latitude,longitude,stars,review_count,is_open,categories,BusinessAcceptsCreditCards,BikeParking,GoodForKids,ByAppointmentOnly,RestaurantsPriceRange2,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
7134,pgK0mBQLth1C3DubvmWH3w,Silky's Sports Bar & Grill,1731 Murray Ave,Pittsburgh,PA,40.43709,-79.922803,3.5,47,0,"Salad, Sports Bars, Nightlife, Restaurants, American (Traditional), Bars",TRUE,TRUE,FALSE,,2,15:0-22:30,15:0-22:30,15:0-22:30,15:0-22:30,15:0-23:0,11:0-23:0,11:0-21:0
7303,u2Wvpa2pj2jfYcYSs_LETg,K & T's Fish and Chicken,4521 Centre Ave,Pittsburgh,PA,40.4519297,-79.9525023,3.5,26,1,"Soul Food, Moroccan, Restaurants, Fish & Chips",TRUE,TRUE,TRUE,,1,0:0-0:0,11:30-23:45,11:30-23:45,11:30-23:45,12:0-23:45,11:30-23:45,11:30-23:30
7513,h14GmWZ8rXum9fXF__wt3w,SoHo,203 Federal St,Pittsburgh,PA,40.44836969,-80.00443662,3,173,1,"Lounges, Nightlife, Sports Bars, Bars, Restaurants, American (New)",TRUE,TRUE,TRUE,,2,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-23:0
7526,mqiHZYNXnMLaEK87JZOzmA,Tasty Chinese Restaurant,213 S Highland Ave,Pittsburgh,PA,40.458491,-79.924781,3,31,0,"Restaurants, Chinese",TRUE,TRUE,TRUE,,1,17:0-21:30,17:0-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:0,11:30-21:30
7657,z_RTK0MaxaRHRQ99hDL2QA,Benny Fierro's,1906 E Carson St,Pittsburgh,PA,40.4284235,-79.9788262,4.5,130,1,"Restaurants, Pizza",TRUE,TRUE,TRUE,,1,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:30,11:0-3:0,11:0-3:0,11:0-0:0
7816,hZj2HCiLae5-AxIp0im6lQ,Route 28 Bar & Grille,180 Gamma Dr,Pittsburgh,PA,40.5015563,-79.8606291,3,10,1,"Bars, Restaurants, American (Traditional), Nightlife",TRUE,TRUE,FALSE,,2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,12:0-23:0
7837,D2nfOrnJ2OBlX_428sKyMg,Noodles & Company,476 McMaster Way,Pittsburgh,PA,40.4408965,-80.0017402,3.5,95,1,"Italian, American (New), Comfort Food, Asian Fusion, Mediterranean, Restaurants, Food, Noodles, Specialty Food, Pasta Shops, Salad",TRUE,TRUE,TRUE,,1,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
7854,NQN-ERs976mbnP6rkMwKtQ,Kaibur Coffee,3138 Dobson St,Pittsburgh,PA,40.45758883,-79.96586111,4,31,1,"Restaurants, Vegetarian, Breakfast & Brunch, Cafes, Sandwiches, Food, Coffee & Tea",TRUE,,TRUE,,1,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,9:0-18:0,10:0-16:0
7943,hV8LFG_UleDQFHvqzBPqPQ,Subway Restaurants,101 W. Station Square Drive,Pittsburgh,PA,40.43252,-80.003939,3,5,1,"Restaurants, Sandwiches, Fast Food",TRUE,TRUE,TRUE,,1,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,
8004,0PJQ-WR-S286xH6m2RWeQw,Starbucks,1400 East Carson Street,Pittsburgh,PA,40.4286404,-79.9840259,3.5,32,1,"Food, Restaurants, Coffee & Tea",TRUE,TRUE,,,2,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,6:0-21:0,6:30-20:0,5:0-21:0
8051,TKDL0wiztnEr_rMkX8ZomQ,Primanti Bros,1832 E Carson St,Pittsburgh,PA,40.4284213,-79.9793087,3.5,175,1,"Sandwiches, American (Traditional), Restaurants, American (New), Nightlife, Bars, Sports Bars",TRUE,TRUE,TRUE,,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-3:0,10:0-3:0,10:0-2:0
8063,i-2OzvZUDtvKCMq1vcRSZg,Triangle Bar & Grill,2122 Monongahela Ave,Pittsburgh,PA,40.4175818,-79.8879542,4.5,121,1,"Restaurants, Sandwiches, Nightlife, Food, Bars, Bakeries, Sports Bars",FALSE,FALSE,FALSE,,1,8:0-22:30,8:0-22:30,8:0-22:30,8:0-22:30,8:0-23:30,8:0-23:30,10:0-22:30
8220,qELIf4gzE_vlteu7pO7TZg,Atria's Restaurant,103 Federal St,Pittsburgh,PA,40.44709213,-80.00404638,3,94,0,"Caterers, American (New), Nightlife, Restaurants, Bars, Sandwiches, Seafood, Italian, Event Planning & Services, American (Traditional), Salad, Steakhouses, Burgers",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,10:0-20:0
8225,hZzwkAJG92KkszWO8PoOQA,Fernando's,2 Ppg Pl Food Ct,Pittsburgh,PA,40.44371239,-79.9953633,4,7,0,"Restaurants, Sandwiches, Fast Food",TRUE,,TRUE,,1,10:0-15:30,10:0-15:30,10:0-15:30,10:0-15:30,10:0-15:30,,
8393,dMLGSQlmo6MhLD18grRENA,Better-Maid Donut,1178 Steuben St,Pittsburgh,PA,40.441551,-80.0478744,4.5,54,1,"Restaurants, Donuts, Food, Bakeries",FALSE,TRUE,,,1,,6:0-10:30,6:0-10:30,6:0-10:30,6:0-10:30,7:0-11:30,7:0-11:30
8401,2cF-sCqhCGzVMJULhNqjBQ,Dunkin',2065 Ardmore Blvd,Pittsburgh,PA,40.42041057,-79.85068236,2,19,1,"Coffee & Tea, Restaurants, Donuts, Food",TRUE,,,,1,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0
8532,qFJ_kdfLdNODKFUY4t0qVg,Make Your Mark,6736 Reynolds St,Pittsburgh,PA,40.4503387,-79.9145299,4,50,0,"Coffee & Tea, Local Flavor, Restaurants, Food, Sandwiches",TRUE,TRUE,TRUE,,1,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,8:0-17:0,
8587,7z2x16M7IuG8KPfMsyVrKA,Morcilla,3519 Butler St,Pittsburgh,PA,40.46455722,-79.96615761,4.5,301,1,"Spanish, Restaurants",TRUE,TRUE,FALSE,,3,17:0-21:0,,17:0-21:0,17:0-21:0,17:0-22:0,16:0-22:0,16:0-21:0
8597,RyZ3dMJWuFMs2S7zw2C0Zg,Istanbul Grille,305 N Craig St,Pittsburgh,PA,40.452039,-79.952326,4.5,6,0,"Restaurants, Turkish, Middle Eastern",TRUE,,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,
8609,YhHi-4bZfhjbS505OYi6iw,7 Senses,531 N Homewood Ave,Pittsburgh,PA,40.4536691,-79.8984105,4.5,3,1,"Soul Food, Comfort Food, Community Service/Non-Profit, Food Banks, Local Services, Food, Grocery, American (Traditional), Caterers, Restaurants, Event Planning & Services",TRUE,TRUE,TRUE,,2,0:0-0:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-21:0,10:0-21:0,
8986,oRKyGtUsN5IcRReN7ScUwQ,Riviera Pizza & Pasta,1213 Spring Garden Ave,Pittsburgh,PA,40.460057,-79.991113,3.5,34,1,"Pizza, Italian, Burgers, Restaurants, Food Delivery Services, Food",TRUE,FALSE,TRUE,,2,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-1:0,10:0-1:0,10:0-0:0
9067,oPvYovnl06fy5W0e51zjMQ,Winghart's Burger & Whiskey Bar,1505 E Carson St,Pittsburgh,PA,40.4290553,-79.9831387,3.5,172,1,"Burgers, Pizza, Whiskey Bars, Nightlife, Bars, Restaurants, American (New)",TRUE,TRUE,FALSE,,2,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-22:0
9076,C3Z5nHWtpalpMJDWWqurcw,Max & Erma's,900 Gamma Dr,Pittsburgh,PA,40.5000494,-79.8647594,3,13,0,"Restaurants, American (New), Fast Food, American (Traditional)",TRUE,TRUE,TRUE,,2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
9153,PuytdMfre748Xfby1Hx9Wg,Rumerz Sports Bar & Grill,1216 Woods Run Ave,Pittsburgh,PA,40.4765445,-80.0305755,4.5,8,1,"Pizza, Restaurants, American (Traditional), Sandwiches, Sports Bars, Bars, Nightlife, Pubs",TRUE,FALSE,FALSE,,1,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,12:0-2:0,12:0-2:0
9161,szGbmw_vq3kVU4SfK1x6Sw,Ruths Chris Steak House,6 PPG Pl,Pittsburgh,PA,40.439454,-80.003658,4,146,1,"Restaurants, Steakhouses",TRUE,FALSE,FALSE,,4,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-21:0
9292,4NkEWTs76FplOihc-qyBZQ,Maisie's Pizza,"1130 Perry Hwy, Ste 7",Pittsburgh,PA,40.5477169,-80.0355297,4,15,1,"Pizza, Restaurants",TRUE,FALSE,TRUE,,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-22:0
9335,9mYjIQ-9DKMuR8kM5M2gtw,Chick-fil-A,100 Robinson Center Dr,Pittsburgh,PA,40.4535141,-80.157726,4,11,1,"Event Planning & Services, Chicken Wings, Restaurants, Fast Food, Caterers",TRUE,,TRUE,,1,0:0-0:0,6:30-22:0,6:30-22:0,10:0-21:0,7:0-21:30,10:0-21:30,
9356,zuUWG7OdMv6awFRYhEYT5Q,Local Bar + Kitchen,1515 E Carson St,Pittsburgh,PA,40.4290009,-79.9828024,3,267,1,"Bars, American (New), Restaurants, Nightlife, Burgers, Breakfast & Brunch",TRUE,TRUE,FALSE,,2,0:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-2:0,10:0-2:0
9424,Tz4fdGixKO3_HvOh8i81Iw,Vinny's Pizza,618 Brookline Blvd,Pittsburgh,PA,40.3950041,-80.0221746,2,33,1,"Pizza, Restaurants",TRUE,,,,1,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-23:0
9556,N9n4bj5nnuvVgt8iyT5YVg,Zorba's Gyros,400 Smithfield St,Pittsburgh,PA,40.438749,-79.999425,3.5,41,1,"Salad, Sandwiches, Restaurants, Greek",TRUE,FALSE,TRUE,,1,10:30-16:30,10:30-16:30,10:30-16:30,10:30-16:30,10:30-15:0,,
9731,rOHLBGBcWzlxdvNI6squgQ,Bea Taco Town,2957 Banksville Rd,Pittsburgh,PA,40.402162,-80.0414234,4,81,0,"Mexican, Restaurants",TRUE,TRUE,TRUE,,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:30-22:0,11:30-22:0,11:0-21:0
9788,tUeYSmiIQn0WG9LN-qRLKg,R&B's Pizza Place,107 Smithfield St,Pittsburgh,PA,40.4375354,-80.0006277,2.5,43,0,"Italian, Sandwiches, American (Traditional), Pizza, Restaurants",TRUE,TRUE,TRUE,,2,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-3:0,10:0-15:0,10:0-2:0
9853,W7PF8tkkBD0K7XTiw5OW9A,Himali Kitchen,3536 Saw Mill Run Blvd,Pittsburgh,PA,40.3722991,-79.9823247,4.5,6,1,"Himalayan/Nepalese, Restaurants",,,,,,11:0-22:0,11:0-22:0,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
10327,t9BPvhkUakhvr3TWDw-mXA,KFC,210 Rodi Rd,Pittsburgh,PA,40.46339447,-79.824389,3,4,1,"Restaurants, Fast Food, Chicken Wings, Chicken Shop",TRUE,,,,1,0:0-0:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
10460,WTluJrwTxVxZkXovV6cnnQ,Panda Express,7223 McKnight Rd,Pittsburgh,PA,40.536824,-80.012042,3,8,1,"Restaurants, Chinese, Fast Food",,,,,,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,9:0-22:0,10:30-22:0,11:0-21:0
10528,5Oh4E8lTlAHzs4hrjsLFOA,Stockmano's Pizza,7678 Saltsburg Rd,Pittsburgh,PA,40.4750106,-79.7731708,4,8,1,"Pizza, Restaurants",,,,,2,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-20:0
10628,t5DQeB3dORfNwx9otGUrSA,Casey's Draft House,1811 E Carson St,Pittsburgh,PA,40.4289561,-79.9799623,3.5,30,0,"Burgers, Wine Bars, Restaurants, Nightlife, American (Traditional), Cocktail Bars, Bars, Sports Bars",TRUE,TRUE,,,1,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0
10712,jwoEWuiXruWHUSB8DeesKA,Dasonii Korean Bistro,6520 Steubenville Pike,Pittsburgh,PA,40.4483179,-80.1570556,4,46,0,"Restaurants, Korean",TRUE,,TRUE,,2,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:0,11:0-22:30,
10731,iDuwJjTE5Sw_bb3aFSTBCg,Subway Restaurants,526 Penn Ave,Pittsburgh,PA,40.4422714,-80.0027464,3,6,1,"Restaurants, Sandwiches, Fast Food",TRUE,,TRUE,,1,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,8:0-22:0,9:0-21:0
11127,ehtDfDwcOBghAKAjgWlg4Q,Shenanigans Bar & Grille,2310 Babcock Blvd,Pittsburgh,PA,40.5137486,-80.0005088,3,27,1,"American (Traditional), Restaurants, Sports Bars, Nightlife, Bars",TRUE,TRUE,FALSE,,2,0:0-0:0,15:0-2:0,15:0-2:0,11:0-2:0,11:0-2:0,10:0-2:0,0:0-0:0
11226,TqUFwP0mQJBPFHql0tLVsQ,The Original Gyro,3611 Library Rd,Pittsburgh,PA,40.3649005,-80.017896,4.5,49,1,"Greek, Restaurants",TRUE,FALSE,TRUE,,1,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-18:0
11393,c0yPNU-BqS65u0vIKP7P0w,Avenue B,5501 Centre Ave,Pittsburgh,PA,40.456856,-79.936432,4,225,0,"Restaurants, American (New)",TRUE,TRUE,FALSE,,3,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
11397,afXMX5llxcMFzbaPaBBm6A,D'Imperio's Restaurant,3412 William Penn Hwy,Pittsburgh,PA,40.4293092,-79.81408,3.5,11,0,"Restaurants, Italian",TRUE,,TRUE,,2,16:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,16:30-22:0,
11447,nwjIvTxJt2GpMoKzuKWIBQ,McDonald's,2518 W Liberty Rd,Pittsburgh,PA,40.3987796,-80.026439,2,29,1,"Burgers, Restaurants, Coffee & Tea, Fast Food, Food",TRUE,,TRUE,,1,5:0-1:0,5:0-1:0,5:0-1:0,5:0-1:0,5:0-1:0,5:0-1:0,5:0-1:0
11504,aHVhlCvmlNnnPf-LgclNNA,Sesame Inn Chinese Restaurant,"Station Square, 125 W Station Square Dr",Pittsburgh,PA,40.43130771,-80.00190753,3,28,0,"Chinese, Restaurants",TRUE,FALSE,TRUE,,2,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,12:0-21:0
11587,SXR6JtrHX518bEWLcqWkXA,Joe's Doghouse,Corner Of Tech St And Margaret Morrison St,Pittsburgh,PA,40.441739,-79.941576,4.5,5,1,"Restaurants, Hot Dogs, Food, Food Trucks",TRUE,,TRUE,,1,11:0-14:0,11:0-14:0,11:0-14:0,11:0-14:0,11:0-14:0,,
11881,yt0IPg-CURvYFRcmXU1V3g,Hoi Polloi: Coffeehouse and Vegetarian Cafe,1100 Galveston Ave,Pittsburgh,PA,40.4535048,-80.0168923,5,4,0,"Coffee & Tea, Food, Vegan, Restaurants, Vegetarian",TRUE,,TRUE,,1,,,,,,7:0-15:0,7:0-15:0
11910,DNKb7_EJPGBULaUwL0mq8g,McDonald's,2925 Freeport Rd,Pittsburgh,PA,40.53917359,-79.83015239,2,14,1,"Food, Burgers, Coffee & Tea, Restaurants, Fast Food",TRUE,TRUE,TRUE,,1,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-0:0,5:0-0:0,5:0-23:0
11916,-ZaQKvtRGQA-4FoUE_1s4w,That's Amore,5123 Butler St,Pittsburgh,PA,40.4790459,-79.9554785,4,25,1,"Restaurants, Pizza",TRUE,TRUE,TRUE,,2,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,
11922,xA6L2w_TlbxHubb1xeBE8w,Tamarind Savoring India,2101 Greentree Rd,Pittsburgh,PA,40.39053247,-80.07171783,4,170,1,"Bakeries, Food, Pakistani, Indian, Restaurants",TRUE,TRUE,TRUE,FALSE,2,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
11995,mUnCBLAKmKU56V3pIaXm-Q,Subway Restaurants,"458 Home Dr, Space D",Pittsburgh,PA,40.4513302,-80.1839102,2.5,8,1,"Restaurants, Sandwiches, Fast Food",,,,,1,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,9:0-20:0
12005,53-Y3Jw20QV6TeDkRjSyJQ,Fox's Pizza Den,6 Bailey Ave,Pittsburgh,PA,40.4268672,-80.0053019,3.5,16,1,"Pizza, Juice Bars & Smoothies, Restaurants, Sandwiches, Food",TRUE,FALSE,TRUE,,2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
12008,qAzOcHnWerREl678su-p0A,Asian Garden,4136 Library Rd,Pittsburgh,PA,40.358953,-80.029218,2.5,20,1,"Restaurants, Chinese, Japanese",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,11:0-21:30
12199,2v3uI97JPebCDaTNy8jdwg,Pizza Sola,114 Atwood St,Pittsburgh,PA,40.4414707,-79.9581266,4,16,0,"Restaurants, Bars, Pizza, Nightlife, Pubs",TRUE,,TRUE,,1,,,,,11:0-3:0,11:30-3:0,
12213,lPQGg0x8UOAWD_08wZmfgA,Embury,"2216 Penn Ave, 1st Floor",Pittsburgh,PA,40.4524945,-79.9815516,4,31,0,"Nightlife, American (Traditional), Pubs, Bars, Restaurants",TRUE,,FALSE,,2,17:0-0:0,,17:0-0:0,17:0-0:0,17:0-0:0,,
12313,T9uRUpoontO6YX-GoM4UvA,Calabria's Italian Restaurant,4911 Penn Ave,Pittsburgh,PA,40.4654547,-79.9447111,2.5,3,0,"Pizza, Restaurants, Italian",,,,,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,12:0-23:0,12:0-22:0
12687,ajYmOIDZUd2SZjuju3lXzw,Siam Thai Restaurant,410 1st Ave,Pittsburgh,PA,40.436964,-80.000187,4,54,1,"Thai, Restaurants",TRUE,TRUE,TRUE,,2,0:0-0:0,16:0-20:0,16:0-20:0,16:0-20:0,16:0-20:0,16:0-20:0,
12956,Jl-lJisnmsy8BCV0Pif4xg,Christos Mediterranean Grille,130 6th St,Pittsburgh,PA,40.44324667,-80.00225442,3.5,119,1,"Restaurants, Mediterranean, Greek, Middle Eastern",TRUE,TRUE,TRUE,,2,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30
13004,YYEm5MR6HMCQYI0k1wVnXA,Wendy's,3410 William Penn Hwy,Pittsburgh,PA,40.43034532,-79.81376485,1.5,10,1,"Restaurants, Fast Food, Burgers",TRUE,FALSE,TRUE,,1,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
13040,p5HLsmZpzqsZpOng04I8eQ,Disanto Pizza,125 W Station Square Dr,Pittsburgh,PA,40.4330076,-80.0045618,2,9,0,"Italian, Restaurants, Pizza",TRUE,,TRUE,,1,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,11:0-19:0,11:0-17:0
13043,ZNdV9ytExuxPTXSN8i2xhw,Needle and Pin,3271 W Liberty Ave,Pittsburgh,PA,40.38945409,-80.04194387,4,136,0,"Breakfast & Brunch, British, Bars, Nightlife, Cocktail Bars, Burgers, Indian, Restaurants, Tapas/Small Plates",TRUE,FALSE,FALSE,,2,16:30-0:0,16:30-0:0,16:30-0:0,16:30-0:0,16:30-0:30,16:30-0:30,16:30-0:0
13188,KTPRYqiFdLowAUEAnN7e3g,Burgatory,932 Freeport Rd,Pittsburgh,PA,40.4891418,-79.8930872,4,481,1,"American (Traditional), Restaurants, Burgers, Nightlife, American (New), Food, Fast Food, Juice Bars & Smoothies, Beer Bar, Cocktail Bars, Bars",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
13345,FKQUxOfW_W5R4OTut4G1Vw,Peppi's,12 Smithfield St,Pittsburgh,PA,40.436969,-80.0004543,4,41,1,"Restaurants, Sandwiches, Cheesesteaks, American (Traditional)",TRUE,TRUE,TRUE,,1,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,,
13405,caGXS6ubNTlv91ZZyoirjQ,Primanti Bros,3803 Forbes Ave,Pittsburgh,PA,40.4417626,-79.9569319,3.5,318,1,"Sandwiches, Restaurants, American (Traditional), American (New), Nightlife, Sports Bars, Bars",TRUE,TRUE,TRUE,,1,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
13543,cNCXUYQd3kFR_AyfjTejQQ,Lot 17,4617 Liberty Ave,Pittsburgh,PA,40.4625722,-79.9501679,4,129,1,"American (Traditional), Restaurants, Bars, Nightlife, Tapas/Small Plates, Beer Bar, Sandwiches",TRUE,TRUE,FALSE,,2,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-2:0,11:0-2:0
13559,QlSpPzc4Oy05ic-PsoYH4g,Streets On Carson,1120 E Carson St,Pittsburgh,PA,40.42860609,-79.98663213,4.5,134,1,"Cocktail Bars, Desserts, Food, Nightlife, Restaurants, Sandwiches, Tapas/Small Plates, French, Bars",TRUE,TRUE,FALSE,,2,,16:30-0:0,16:30-0:0,16:30-0:0,16:30-0:0,17:0-0:0,11:0-22:0
13650,oeW0vIYd3rUnAPgmD4fEFg,DeLuca's Diner,2015 Penn Ave,Pittsburgh,PA,40.4515431,-79.9837258,4,616,1,"Diners, Breakfast & Brunch, American (Traditional), Restaurants",FALSE,TRUE,TRUE,FALSE,1,0:0-0:0,6:30-14:0,6:30-14:30,6:30-14:30,6:30-14:30,6:0-15:0,7:0-15:0
13799,bQ-sXUqPSr4-iJfB764Nzw,Bill's Bar & Burger,1001 Liberty Ave,Pittsburgh,PA,40.444084,-79.994558,3,253,1,"American (Traditional), Burgers, Restaurants, Nightlife, Bars, American (New), Cocktail Bars",TRUE,TRUE,TRUE,,2,11:0-23:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
13849,oVuZtlCFg_zF090Nhtp0Ow,Choolaah Indian BBQ,6114 Centre Ave,Pittsburgh,PA,40.460266,-79.923461,4,302,1,"Restaurants, Indian, Vegetarian, Vegan, Gluten-Free",TRUE,TRUE,TRUE,,2,0:0-0:0,11:0-17:0,11:0-17:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
13860,8edTRAKWTzd0B_sfb8ekeQ,Aladdin's Eatery,630 Washington Rd,Pittsburgh,PA,40.38189826,-80.04428852,4,135,1,"Vegetarian, Restaurants, Food, Ethnic Food, Lebanese, Middle Eastern, Specialty Food, Vegan, Mediterranean",TRUE,TRUE,TRUE,,2,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:30
13886,Q3zZTpHQBSbiPq2lLaTtgw,Sichuan Palace,60 Federal Dr,Pittsburgh,PA,40.46236627,-79.82673166,4,17,1,"Imported Food, Ethnic Food, Szechuan, Food, Specialty Food, Restaurants, Chinese",TRUE,FALSE,TRUE,,2,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:0,11:30-22:0,12:30-21:0
13952,PBmMvDows5HWIqrEVvNfQQ,Istanbul Sofra,7600 Forbes Ave,Pittsburgh,PA,40.43958311,-79.89745921,4.5,322,0,"Middle Eastern, Greek, Turkish, Restaurants, Food Delivery Services, Mediterranean, Food",TRUE,TRUE,TRUE,FALSE,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
14036,BMR_AsSBzTQHqW-SQabI4w,California Pizza Kitchen at Ross Park,1000 Ross Park Mall Dr,Pittsburgh,PA,40.542813,-80.008753,3,90,1,"American (New), Gluten-Free, Salad, Italian, American (Traditional), Pizza, Restaurants",TRUE,TRUE,TRUE,,2,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
14071,RfXfsuVm6GcA5ccgK8Hwrw,Hamsah,4371 Murray Ave,Pittsburgh,PA,40.4200113,-79.928102,5,6,1,"Mediterranean, Kosher, Restaurants",TRUE,,TRUE,,,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,,,
14218,nmBU1vK_3pkF08guLEoUjA,Club Sandwich & Deli,713 Main St,Pittsburgh,PA,40.4944063,-79.9347447,4.5,7,0,"Sandwiches, Restaurants, Breakfast & Brunch",TRUE,TRUE,TRUE,,1,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,
14231,zMPfZdODe82SL_zxnv7asg,Chipotle Mexican Grill,310 Mcholme Dr,Pittsburgh,PA,40.44879827,-80.17445293,3,67,1,"Fast Food, Mexican, Restaurants",TRUE,TRUE,TRUE,,1,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
14266,4hxptOMsA-c4XAlFBwl2Ww,Tavern In The Hills,611 Old Clairton Rd,Pittsburgh,PA,40.3253741,-79.956298,2.5,15,1,"Restaurants, Mexican, Pizza, American (New)",TRUE,,,,,0:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
14300,MjD_bzVtkAIviFsNFGy7Zg,Dormont Dogs,2911 Glenmore Ave,Pittsburgh,PA,40.3955087,-80.0351502,4.5,38,0,"Restaurants, Hot Dogs",TRUE,,TRUE,,1,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,
14319,JZEw18_OhSzFj0IfXF6v6Q,Alex's Corner Pizza Shop,4902 Cypress St,Pittsburgh,PA,40.45853,-79.947121,4,15,1,"Restaurants, Pizza",TRUE,TRUE,TRUE,,1,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-17:0
14334,QGPQp5VsRcP5Ma0ekCgj2Q,NU Jewish Bistro,1711 Murray Ave,Pittsburgh,PA,40.4375577,-79.92282,4,120,1,"Delis, Sandwiches, American (New), Restaurants",TRUE,TRUE,TRUE,,2,,,,,,10:0-16:0,10:0-16:0
